399,306007461
0,48271
944,1227298183
1,182605794
393,1005623647
2,1291394886
3,1914720637
387,1266084466
4,2078669041
948,637436271
5,407355683
397,341007691
6,1105902161
7,854716505
407,699538013
8,564586691
952,1375311178
9,1596680831
401,1857595773
10,192302371
11,1203428207
395,1333622991
12,1250328747
956,1701923501
13,1738531149
405,975420068
14,1271135913
15,1098894339
415,63421506
16,1882556969
896,1489211613
17,2136927794
409,1104578112
18,1559527823
19,2075782095
403,207835816
20,638022372
900,219692885
21,914937185
413,149781597
22,1931656580
23,1402304087
487,1069948221
24,1936030137
904,1630386254
25,2064876628
481,245120715
26,353718330
27,1842513780
411,287011574
28,1947433875
908,118025608
29,631416347
485,1586478184
30,2010567813
31,890442452
431,1577648274
32,662405787
848,2130829484
33,1105724094
728,1268005822
425,871317173
34,849178936
35,1696049367
419,2058790459
36,1479919876
852,985587049
37,1168816941
732,627794984
429,764875802
38,1272185027
39,201068705
439,1418286208
40,1308858262
856,918628244
41,928270262
433,1342643044
42,1287522347
43,1814467857
427,431580611
44,1057382352
860,1697120681
45,1659675143
437,251497715
46,153892771
47,412013968
447,1360776911
48,480194461
928,1750643989
49,1675824860
441,1831096349
50,180318217
51,389431516
435,766196714
52,1324346645
932,1581607459
53,1243696899
445,386150675
54,1587659744
55,674592135
391,1321697853
56,942409124
936,753370621
57,884730203
385,1344398800
58,1951824771
59,2130959757
443,371878377
60,1239222494
940,1075512150
61,352020689
389,2075554490
62,1500063655
63,719080959
463,1834121807
64,978785428
65,163677341
457,176190722
66,276590098
67,374787159
451,926202074
68,948709761
69,80100956
461,1398526716
70,1082682476
71,1003765604
471,305688527
72,1243427070
73,1447645967
465,594187515
74,200599677
75,143244144
459,1305711852
76,1788215331
77,837051536
469,153225072
78,409875951
79,355190910
479,1972398876
801,613406097
80,2058462609
960,453293795
81,2127735996
473,270315170
82,243877847
83,1869683330
467,1397868217
805,1099398718
84,1336273608
964,966927642
85,1444510476
477,2011177999
86,1318652553
87,1262088783
809,2085059148
88,324062450
968,1552698871
89,547639202
90,1715708819
91,1273555394
475,2030957660
813,1558695173
92,1925544752
972,613518346
93,583514338
94,425095546
95,580853881
495,1897416803
96,851194519
912,164216235
97,206008598
489,1478216375
98,1391748448
99,1358404307
483,1572501252
100,268625699
916,10411286
101,324855843
493,1948574192
102,190807059
103,2037666653
503,1032075974
104,1161007069
920,13864642
105,91491940
497,1728933523
106,1181057508
107,1578591759
491,1568219124
108,1040552188
924,343193417
109,999647265
501,902659129
110,15580725
111,477900025
511,1928592452
112,442770701
992,1372611682
113,1227253027
505,1656506647
114,246980175
115,1298302928
499,1861802465
116,365367087
996,1538672496
117,1498947413
509,33068610
118,524054552
119,1427401579
455,62136680
120,88805914
121,372915282
449,1031308463
122,785648268
123,1613822255
507,465741119
124,844776180
125,1771495544
453,1619198946
126,1210064531
127,1617261148
785,1173607460
128,1487339364
314,928356352
129,685153140
130,1779057140
260,643931419
131,1143645057
789,420269058
132,1675916665
318,1262054400
133,316870078
134,1257001204
312,2060554767
135,1702155946
793,1113716689
136,2045335146
258,36575229
137,1959645388
138,1682841092
268,384474013
139,1705920510
797,814687620
140,1228493995
262,1370119631
141,20204387
142,328389139
256,1056297589
143,1095330162
865,224163841
144,1634860762
266,2022614836
145,634782546
146,1291602570
276,459226911
147,1202416766
869,1177068541
148,1819184117
270,2056033720
149,1082702230
150,1957310938
264,1811407345
151,665754786
873,99158122
152,1703981298
274,1716025690
153,2110072011
154,136665771
284,1415443241
155,2071152004
877,1693953861
156,477198999
278,2050693698
157,963283007
158,1318106053
272,1574528126
159,651791047
817,1652791330
160,1970201187
976,2117822277
161,120706635
162,506843774
292,1976378251
163,1722108130
821,1031413174
164,937051507
980,31131874
165,2112721283
166,1318139310
167,109656047
825,563568639
168,1807338529
290,898240668
984,2007655475
169,514973984
170,1185967639
300,274822821
171,224840443
829,2015157052
172,2038155762
294,250082193
988,2130249708
173,1148467491
174,383910756
288,1579724232
175,1119712913
769,2103609014
176,1793595727
298,1019029300
177,708625565
178,945118699
308,49739769
179,682122561
773,944162125
180,1518866227
302,1181443395
181,2099934937
182,436238233
296,768722895
183,1578586308
777,80277719
184,777426967
306,446960277
185,2047876379
186,73452005
316,619493630
187,106232158
781,1198902210
188,1889033429
310,811536968
189,1229515992
190,2108381340
304,861672455
191,130664516
849,1393265452
192,147380597
378,260160181
193,1742958923
194,255849967
324,361411483
195,2102786807
853,2067210288
196,659901595
382,484369400
197,484956294
198,1753515374
376,62072552
199,872671849
857,1861622868
200,1851087174
322,692575855
201,1329391778
202,2111659831
332,1763157668
203,1620397346
861,1653710442
204,403414085
326,1176971661
205,1967069686
206,1431360801
320,1254807928
207,78366493
929,1854483569
208,1110281236
330,1601273422
209,1783648424
210,1578699380
549,98688533
340,1202360313
211,1940558185
933,582518892
212,1594949642
334,1580894134
213,377940385
214,686743070
328,1948431880
215,1217156878
937,465167993
216,374559665
338,1581827419
217,704765122
218,1428751935
557,2044083804
348,422876035
219,847330980
941,629826425
220,540194818
342,359319148
221,997617804
222,835716556
545,1440613698
336,108649296
223,393565781
881,671842302
224,1173473289
282,2070295604
225,552976400
226,1649555837
356,200099452
227,1311144361
885,1888565090
228,1758889094
286,871505919
229,421988682
230,933277027
280,1254252183
231,303423551
889,1577831973
232,719757781
354,1266870979
233,1437405485
234,1951015512
364,789380040
235,1721924214
893,980918141
236,649176859
358,1021836826
237,334783765
238,532676640
352,1311877768
239,1012383909
833,1376587580
240,645800207
362,842746823
241,549172245
242,555299827
372,831588781
243,2134550910
837,450544990
244,641593550
366,228029814
245,1500578663
246,1956712010
360,2018180155
247,1819672356
841,1962327159
248,1028166882
370,1442644927
249,148995205
250,224806752
380,773186835
251,411857501
845,591721755
252,1517310492
374,1564823704
253,17494750
254,528003979
368,1207216665
255,944147713
688,1922038488
257,836687898
259,291321225
692,1875966926
261,535219871
263,990831342
696,1378450760
265,1499779243
267,444221348
700,1093117546
269,391404149
271,846952015
640,860618182
273,305935522
275,1536849906
644,702755162
277,1016016547
279,776787693
648,992312925
281,665722
283,2087587539
652,681997307
285,520973359
287,1405054966
592,519949577
289,2019065196
291,1280452098
596,781112367
293,1941019693
295,711958516
600,172191814
297,652928032
299,1450405765
604,391815057
301,965904972
303,878390313
672,1002254303
305,1327800209
307,1598813305
676,111772378
309,101672053
311,1451777401
680,1482458522
313,39079758
315,1148205443
684,24882322
317,2014712902
319,811844304
752,333070525
321,1057228853
323,1451163856
756,325111333
325,1684031312
327,1919166746
760,1734703411
329,1561475468
331,690446891
764,1349897226
333,311894124
335,509346169
704,391876445
337,455101242
339,462789817
708,1250221786
341,1241625001
343,1616659936
553,2020391745
344,383522323
712,521466261
345,1697016393
346,914591688
347,286556422
716,1979751151
349,817020750
350,2018929742
351,802191575
656,1838649176
353,653956392
355,1384695337
660,1947368779
357,1766686933
359,1681023550
664,2106175162
361,1126099497
363,449167912
668,2008120519
365,1361562119
367,1373460719
736,914204519
369,1586874870
371,1461049948
740,1489502077
373,857717927
375,15216206
744,172414746
377,564470027
379,1855213042
748,1863315845
381,1383411072
383,1340842511
529,394908332
384,799211548
386,666146107
533,477166350
388,2073631960
390,388719652
537,1505087944
392,85393440
394,738707549
541,1847872527
396,198112442
398,320098006
609,1161083491
400,893625865
402,1973361645
613,432850069
404,1546558999
406,923141953
617,1724908659
408,366560095
410,1366056636
621,621136019
412,918681757
414,1677512985
561,2004427158
416,1255319151
720,73898743
417,2112154169
418,1860266827
565,319547520
420,773514170
724,1332491347
421,4329681
422,692117792
423,814841253
569,844918956
424,2039128758
426,884031388
573,825260929
428,88814034
430,1780979118
513,1273898355
432,594744340
434,1813394111
517,355791202
436,1118212860
438,321144274
521,2120376465
440,314880008
442,572435706
525,1801883356
444,125330894
446,1868660612
593,844648878
448,979960092
450,1472396366
597,1704677078
452,238267161
454,537506154
601,1109339704
456,1512509068
458,867099542
605,416137318
460,1519252089
462,2134664591
673,1305860497
464,585430828
466,233947233
677,885537174
468,413030420
470,393770244
681,1305230128
472,530748280
474,272931898
685,651206589
476,1581236663
478,279959800
625,296481390
480,978653651
482,1734622442
629,1647036380
484,1250948430
486,1621567844
633,346356190
488,488865541
490,543498756
637,1908761682
492,706777854
494,1988567079
577,1773910123
496,28953063
498,1840599019
581,396937661
500,1023644712
502,1963101976
585,1811389239
504,2013697848
506,1826244939
589,1428617659
508,1930738453
510,674523589
512,1670153042
514,1300746007
515,183632911
516,1479235712
518,970386683
519,622266729
520,583504970
522,1474242348
523,1986769669
524,1033984573
526,1328806682
527,1785778226
528,1307156666
530,1555243200
531,1411175374
532,665195514
534,1534766775
535,836141819
536,1594083231
538,580883167
539,117375378
540,765010652
542,773989025
543,1451218916
544,871729096
546,48359004
547,22757795
548,1177378828
550,675447397
551,1424571833
552,933090156
554,507578037
555,658495404
556,1326187237
558,1685657822
559,233340932
560,48400057
562,827628233
563,804150002
564,1357827017
566,1650785166
567,522542404
568,1448949469
570,73501252
571,335950448
572,1015056911
574,348651909
575,2094441447
576,1547954671
578,1800090502
579,685297128
580,139567300
582,728735597
583,1013864927
584,1269059734
586,625784517
587,739441405
588,250363968
590,808145125
591,932881120
594,2068951643
595,1637755518
598,1336330039
599,2021007630
602,1432113839
603,2068525439
606,1949926787
607,707687267
608,749692528
610,1632974655
611,1932308370
612,652604472
614,1237279036
615,1028640039
616,1513920282
618,829917105
619,1768624317
620,52019422
622,1837577382
623,2033250834
624,605889173
626,622153082
627,1540101574
628,654186708
630,2101003393
631,472070281
632,355555834
634,799455595
635,239889655
636,481711881
638,49277287
639,1399523548
641,1976595754
642,1702688771
643,1995526957
645,1042736890
646,1230698804
647,1221840923
649,314456340
650,707571144
651,1586770136
653,1915181334
654,694653811
655,824446523
657,82727833
658,1183126970
659,541860552
661,1784134625
662,1425787734
663,1643788858
665,1010428628
666,751711524
667,1983275292
669,868714363
670,1945325051
671,1915588099
674,104560296
675,643477766
678,102932619
679,1530776238
682,1888273002
683,1030166274
686,1675116480
687,345845589
689,983852907
690,2110304039
691,599471124
693,1856541897
694,493837130
695,943620530
697,1563317312
698,314611972
699,1777632475
701,56372529
702,296566610
703,440840408
705,1231913819
706,1889771519
707,350636383
709,870384012
710,936573344
711,506151580
713,1042058244
714,684032443
715,1368983428
717,1545518421
718,137803311
719,1146770522
721,195885686
722,227451165
723,1358782251
725,1407099740
726,1498762224
727,174730921
729,330126968
730,1230211588
731,1325757504
733,1149929847
734,106336881
735,501666421
737,924874446
738,576845383
739,630515791
741,2002257307
742,1313449315
743,1352173984
745,1133072041
746,259485668
747,1508050724
749,1061566694
750,1778585007
751,1975633131
753,1584730833
754,1027049956
755,2068435081
757,1786146614
758,1909744638
759,252906129
761,1185988557
762,1234573221
763,1412746641
765,1940178972
766,469828095
767,1644661425
768,1276183879
770,1693950046
771,1075327294
772,296577037
774,1751979241
775,1883923451
776,1526387359
778,1025274661
779,125032369
780,1008435929
782,1819259554
783,429154363
784,1082997411
786,587093800
787,1410613988
788,1483819319
790,1677169156
791,646321023
792,2067161264
794,112675721
795,1541134187
796,1107324950
798,1065561156
799,1321731979
800,1732689586
802,221183451
803,1605153984
804,1177977904
806,459631914
807,1238563537
808,755762047
810,1774049159
811,2069046317
812,1912796878
814,537639591
815,60823166
816,384900537
818,725320733
819,1531205602
820,733451696
822,84450106
823,567104720
824,737890811
826,1846416620
827,1362862579
828,725508711
830,1226782580
831,1160353155
832,738663951
834,1820068706
835,833024909
836,1461575911
838,690319121
839,2038022939
840,1179419399
842,138106566
843,752807098
844,1180636671
846,1468330505
847,84037620
850,1571260393
851,1482985757
854,1332670546
855,1467280081
858,944252513
859,1820131095
862,2142103145
863,123309245
864,1583379558
866,1590155325
867,879698354
868,1725093803
870,153210285
871,1827470614
872,1648240575
874,1868141546
875,2074745789
876,6619327
878,1259481159
879,1152979519
880,1288165997
882,1349206495
883,810157576
884,1439139226
886,97160593
887,2082183302
888,393040301
890,872144181
891,2345263
892,1539040629
894,32651508
895,2015429417
897,866171445
898,1602698152
899,744112017
901,521002949
902,152361162
903,1641643574
905,1541655225
906,488546484
907,1109401457
909,2087491924
910,1094978870
911,1857513806
913,519738608
914,1398382514
915,1616340790
917,52013108
918,316352925
919,2063312505
921,1392719765
922,1000206980
923,1263779726
925,600579049
926,1669523426
927,946475477
930,2068017651
931,1650184273
934,1766045561
935,126940072
938,35177071
939,1520313111
942,425370596
943,972890549
945,279221804
946,708332312
947,1821888665
949,540543225
950,635702925
951,622060692
953,336409880
954,1717462513
955,26772588
957,1562400786
958,1170142013
959,810226129
961,233899162
962,1224916623
963,1283055982
965,1154623084
966,1167797173
967,1439087780
969,1000438094
970,1682465385
971,750037089
973,1344587636
974,1191514075
975,1668880371
977,587601279
978,137329033
979,1875217301
981,1675620601
982,1057950263
983,1156019613
985,2042895556
986,162313436
987,1011524900
989,1324185567
990,2058235349
991,1895086771
993,1025540931
994,93249657
995,128468935
997,390639274
998,1641974594
999,429183498
